Name,Rating,Genres,Platforms,ESRB,Genres_list,Platforms_list,Cluster
FOTONICA,3.36,"Action, Arcade, Casual, Indie","Android, macOS, PC, Linux, iOS",Everyone 10+,"['Action', 'Arcade', 'Casual', 'Indie']","['Android', 'macOS', 'PC', 'Linux', 'iOS']",2
"Warhammer 40,000: Space Wolf",2.97,"Action, Strategy, Card","Nintendo Switch, Android, iOS, Xbox One, PC, PlayStation 4",Mature,"['Action', 'Strategy', 'Card']","['Nintendo Switch', 'Android', 'iOS', 'Xbox One', 'PC', 'PlayStation 4']",1
The Amazing Spider-Man 2,2.93,"Action, Adventure","Xbox 360, PC, PlayStation 3, iOS, Android",Teen,"['Action', 'Adventure']","['Xbox 360', 'PC', 'PlayStation 3', 'iOS', 'Android']",0
King of Dragon Pass,3.58,"RPG, Strategy","PC, iOS, macOS, Android",Teen,"['RPG', 'Strategy']","['PC', 'iOS', 'macOS', 'Android']",0
Boson X,3.16,"Action, Arcade, Casual, Indie","Linux, PC, Android, iOS, macOS",Everyone 10+,"['Action', 'Arcade', 'Casual', 'Indie']","['Linux', 'PC', 'Android', 'iOS', 'macOS']",2
Animation Throwdown: The Quest for Cards,2.78,"Adventure, RPG, Strategy, Card","iOS, Android, PC, macOS",Mature,"['Adventure', 'RPG', 'Strategy', 'Card']","['iOS', 'Android', 'PC', 'macOS']",1
War Robots,2.67,"Action, Arcade","Android, PC, iOS",Everyone 10+,"['Action', 'Arcade']","['Android', 'PC', 'iOS']",2
James Cameron's AVATAR: The Game,2.92,"Action, Shooter","Xbox 360, PlayStation 3, PSP, iOS, Wii, PC, Android, Nintendo DS",Teen,"['Action', 'Shooter']","['Xbox 360', 'PlayStation 3', 'PSP', 'iOS', 'Wii', 'PC', 'Android', 'Nintendo DS']",0
Worms 2: Armageddon,3.99,"Action, Strategy","PlayStation 3, iOS, PC, Xbox 360, Android",Everyone 10+,"['Action', 'Strategy']","['PlayStation 3', 'iOS', 'PC', 'Xbox 360', 'Android']",2
Monument Valley 2,4.39,"Adventure, Casual, Puzzle","Android, iOS, PC",Everyone,"['Adventure', 'Casual', 'Puzzle']","['Android', 'iOS', 'PC']",0
Ys VIII: Lacrimosa of DANA,4.25,"Action, RPG","PC, PlayStation 4, PS Vita, iOS, Android, PlayStation 5, Nintendo Switch",Teen,"['Action', 'RPG']","['PC', 'PlayStation 4', 'PS Vita', 'iOS', 'Android', 'PlayStation 5', 'Nintendo Switch']",0
F1 2016,3.78,"Sports, Racing","PlayStation 4, Xbox One, iOS, PC, macOS, Android",Everyone,"['Sports', 'Racing']","['PlayStation 4', 'Xbox One', 'iOS', 'PC', 'macOS', 'Android']",0
Soda Dungeon 2,3.64,"Adventure, RPG, Casual","Android, iOS, PC",Everyone 10+,"['Adventure', 'RPG', 'Casual']","['Android', 'iOS', 'PC']",2
Delver,3.5,"Action, Adventure, RPG, Arcade, Indie","Android, PC, macOS",Teen,"['Action', 'Adventure', 'RPG', 'Arcade', 'Indie']","['Android', 'PC', 'macOS']",0
If My Heart Had Wings,3.57,"Adventure, Simulation, Casual","PC, iOS, PlayStation 3, PS Vita, Nintendo Switch, Android",Teen,"['Adventure', 'Simulation', 'Casual']","['PC', 'iOS', 'PlayStation 3', 'PS Vita', 'Nintendo Switch', 'Android']",0
Cat Simulator,2.64,"Action, Adventure, Strategy, Simulation, Casual, Indie","PC, Android",Teen,"['Action', 'Adventure', 'Strategy', 'Simulation', 'Casual', 'Indie']","['PC', 'Android']",0
VEGA Conflict,2.37,"Action, Strategy, Massively Multiplayer","macOS, PC, Android, iOS",Everyone 10+,"['Action', 'Strategy', 'Massively Multiplayer']","['macOS', 'PC', 'Android', 'iOS']",2
Enigmatis: The Ghosts of Maple Creek,3.69,"Adventure, Casual, Puzzle","Android, PlayStation 4, Linux, macOS, PC, iOS, Xbox One",Teen,"['Adventure', 'Casual', 'Puzzle']","['Android', 'PlayStation 4', 'Linux', 'macOS', 'PC', 'iOS', 'Xbox One']",0
Dead In Bermuda,3.2,"Adventure, RPG, Strategy, Simulation, Indie","PC, macOS, Android, iOS",Teen,"['Adventure', 'RPG', 'Strategy', 'Simulation', 'Indie']","['PC', 'macOS', 'Android', 'iOS']",0
METAL SLUG DEFENSE,2.94,"Action, Strategy, Arcade, Casual","Android, PC, iOS",Teen,"['Action', 'Strategy', 'Arcade', 'Casual']","['Android', 'PC', 'iOS']",0
Grand Theft Auto: Chinatown Wars,3.88,"Action, Adventure","Android, iOS, Nintendo DS, PS Vita, PSP",Mature,"['Action', 'Adventure']","['Android', 'iOS', 'Nintendo DS', 'PS Vita', 'PSP']",1
Star Crusade CCG,2.64,"Strategy, Casual, Card, Massively Multiplayer","iOS, Android, PC",Everyone 10+,"['Strategy', 'Casual', 'Card', 'Massively Multiplayer']","['iOS', 'Android', 'PC']",2
KartRider: Drift,2.25,"Action, Racing","iOS, Android, PC, PlayStation 4, Xbox One",Everyone 10+,"['Action', 'Racing']","['iOS', 'Android', 'PC', 'PlayStation 4', 'Xbox One']",2
Cube Escape Collection,4.35,"Adventure, Indie, Puzzle","macOS, PC, iOS, Android",Teen,"['Adventure', 'Indie', 'Puzzle']","['macOS', 'PC', 'iOS', 'Android']",0
Seduce Me the Otome,3.0,"RPG, Simulation, Casual","iOS, PC, Linux, Android, macOS",Mature,"['RPG', 'Simulation', 'Casual']","['iOS', 'PC', 'Linux', 'Android', 'macOS']",1
The Deer God,2.56,"Adventure, Simulation, Indie","Wii U, Xbox One, PS Vita, Nintendo Switch, PlayStation 4, Linux, Android, iOS, macOS, PC",Everyone 10+,"['Adventure', 'Simulation', 'Indie']","['Wii U', 'Xbox One', 'PS Vita', 'Nintendo Switch', 'PlayStation 4', 'Linux', 'Android', 'iOS', 'macOS', 'PC']",2
Grim Legends 2: Song of the Dark Swan,3.33,"Adventure, Casual, Puzzle","PlayStation 4, Xbox One, iOS, Android, Linux, PC, macOS",Teen,"['Adventure', 'Casual', 'Puzzle']","['PlayStation 4', 'Xbox One', 'iOS', 'Android', 'Linux', 'PC', 'macOS']",0
Nightmares from the Deep 2: The Siren`s Call,3.51,"Adventure, Casual, Puzzle","Xbox One, PlayStation 4, Nintendo Switch, iOS, PC, Linux, Android, macOS",Everyone 10+,"['Adventure', 'Casual', 'Puzzle']","['Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'PC', 'Linux', 'Android', 'macOS']",2
Abyss: The Wraiths of Eden,3.51,"Adventure, Casual, Puzzle","Xbox One, PlayStation 4, PC, Linux, Android, macOS",Teen,"['Adventure', 'Casual', 'Puzzle']","['Xbox One', 'PlayStation 4', 'PC', 'Linux', 'Android', 'macOS']",0
Cthulhu Realms,2.56,"Strategy, Board Games, Card","Android, iOS, PC, macOS",Everyone 10+,"['Strategy', 'Board Games', 'Card']","['Android', 'iOS', 'PC', 'macOS']",2
Age of Conquest IV,2.12,"Strategy, Board Games, Indie","PC, Linux, Android, iOS, macOS",Teen,"['Strategy', 'Board Games', 'Indie']","['PC', 'Linux', 'Android', 'iOS', 'macOS']",0
Ys VI: The Ark of Napishtim,4.02,"Action, Adventure, RPG","PC, PlayStation 2, Android, iOS, PSP",Everyone 10+,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation 2', 'Android', 'iOS', 'PSP']",2
Flight Control HD,3.06,"Action, Strategy, Casual","PlayStation 3, iOS, PC, macOS, Nintendo DS, Wii, Android",Everyone 10+,"['Action', 'Strategy', 'Casual']","['PlayStation 3', 'iOS', 'PC', 'macOS', 'Nintendo DS', 'Wii', 'Android']",2
Reveal The Deep,2.59,"Action, Casual, Indie","PC, macOS, Linux, Android",Teen,"['Action', 'Casual', 'Indie']","['PC', 'macOS', 'Linux', 'Android']",0
A Good Snowman Is Hard To Build,3.41,"Indie, Puzzle","iOS, PC, macOS, Linux, Android",Everyone 10+,"['Indie', 'Puzzle']","['iOS', 'PC', 'macOS', 'Linux', 'Android']",2
Kingdom Rush Frontiers,4.18,"Action, Strategy, Indie","Nintendo Switch, iOS, PC, macOS, Linux, Android",Everyone 10+,"['Action', 'Strategy', 'Indie']","['Nintendo Switch', 'iOS', 'PC', 'macOS', 'Linux', 'Android']",2
Injustice: Gods Among Us,3.8,"Action, Arcade, Card, Fighting","Android, Xbox One, Wii U, iOS, PC, Xbox 360, PlayStation 3",Teen,"['Action', 'Arcade', 'Card', 'Fighting']","['Android', 'Xbox One', 'Wii U', 'iOS', 'PC', 'Xbox 360', 'PlayStation 3']",0
Cosmonautica,2.56,"Adventure, Strategy, Simulation, Indie","iOS, PC, Android",Teen,"['Adventure', 'Strategy', 'Simulation', 'Indie']","['iOS', 'PC', 'Android']",0
Mansions of Madness,4.04,"Adventure, RPG, Strategy, Board Games","macOS, PC, Android, iOS",Teen,"['Adventure', 'RPG', 'Strategy', 'Board Games']","['macOS', 'PC', 'Android', 'iOS']",0
Lost Horizon,3.55,"Adventure, Family","PC, iOS, Android, Nintendo Switch",Teen,"['Adventure', 'Family']","['PC', 'iOS', 'Android', 'Nintendo Switch']",0
Agent A: A puzzle in disguise,4.0,"Adventure, Casual, Indie, Puzzle","Xbox One, iOS, PC, macOS, Nintendo Switch, PlayStation 4, Android",Everyone 10+,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['Xbox One', 'iOS', 'PC', 'macOS', 'Nintendo Switch', 'PlayStation 4', 'Android']",2
Nightmares from the Deep 3: Davy Jones,3.52,"Adventure, Casual, Puzzle","Xbox One, PlayStation 4, macOS, Android, PC, Linux",Teen,"['Adventure', 'Casual', 'Puzzle']","['Xbox One', 'PlayStation 4', 'macOS', 'Android', 'PC', 'Linux']",0
Canabalt,3.61,"Action, Arcade, Casual, Indie","Android, iOS, Linux, macOS, PC",Everyone 10+,"['Action', 'Arcade', 'Casual', 'Indie']","['Android', 'iOS', 'Linux', 'macOS', 'PC']",2
KIDS,3.58,"Adventure, Casual, Indie, Puzzle","macOS, PC, Linux, iOS, Android",Everyone,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['macOS', 'PC', 'Linux', 'iOS', 'Android']",0
Sparkle ZERO,2.17,"Action, RPG, Simulation, Indie","Nintendo Switch, Android, PC, Linux, iOS, macOS",Everyone 10+,"['Action', 'RPG', 'Simulation', 'Indie']","['Nintendo Switch', 'Android', 'PC', 'Linux', 'iOS', 'macOS']",2
Ironclad Tactics,3.0,"Strategy, Casual, Indie","PlayStation 4, Android, PC, Linux, macOS",Teen,"['Strategy', 'Casual', 'Indie']","['PlayStation 4', 'Android', 'PC', 'Linux', 'macOS']",0
Star Realms,3.58,"Strategy, Card","Android, PC, macOS, iOS",Everyone 10+,"['Strategy', 'Card']","['Android', 'PC', 'macOS', 'iOS']",2
FaeVerse Alchemy,1.92,"Strategy, Casual, Indie, Puzzle","Linux, macOS, PC, Android",Everyone,"['Strategy', 'Casual', 'Indie', 'Puzzle']","['Linux', 'macOS', 'PC', 'Android']",0
Real Boxing,3.15,"Action, Sports","Android, PS Vita, PC, macOS, iOS",Teen,"['Action', 'Sports']","['Android', 'PS Vita', 'PC', 'macOS', 'iOS']",0
Modern Combat Versus,2.67,"Action, Adventure","Android, PC, iOS",Teen,"['Action', 'Adventure']","['Android', 'PC', 'iOS']",0
Bejeweled 2,3.4,Puzzle,"PlayStation 3, PC, Xbox 360, Wii, macOS, iOS, PlayStation 2, PSP, Android",Everyone,['Puzzle'],"['PlayStation 3', 'PC', 'Xbox 360', 'Wii', 'macOS', 'iOS', 'PlayStation 2', 'PSP', 'Android']",0
Zenge,3.41,"Adventure, Casual, Indie, Puzzle","Nintendo Switch, PC, Android, Linux, macOS, iOS",Everyone,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['Nintendo Switch', 'PC', 'Android', 'Linux', 'macOS', 'iOS']",0
Creative Destruction,3.0,"Action, Adventure, Casual, Massively Multiplayer","PC, Android, iOS",Teen,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","['PC', 'Android', 'iOS']",0
Alter Ego,2.54,"Action, Adventure, RPG, Simulation, Casual, Indie","PC, iOS, Android, Linux, macOS",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Simulation', 'Casual', 'Indie']","['PC', 'iOS', 'Android', 'Linux', 'macOS']",2
Super Meat Boy Forever,2.59,"Action, Adventure, Platformer","iOS, Nintendo Switch, Android, PC, Xbox One, PlayStation 4",Teen,"['Action', 'Adventure', 'Platformer']","['iOS', 'Nintendo Switch', 'Android', 'PC', 'Xbox One', 'PlayStation 4']",0
Dark Arcana: The Carnival,3.44,"Adventure, Casual","PlayStation 4, Xbox One, Android, PC, Linux, macOS",Teen,"['Adventure', 'Casual']","['PlayStation 4', 'Xbox One', 'Android', 'PC', 'Linux', 'macOS']",0
Bleach: Brave Souls,3.14,"Action, RPG","PC, iOS, PlayStation 4, Android",Teen,"['Action', 'RPG']","['PC', 'iOS', 'PlayStation 4', 'Android']",0
Battle Islands: Commanders,2.48,"Action, Strategy","Android, PlayStation 4, Xbox One, PC, iOS",Teen,"['Action', 'Strategy']","['Android', 'PlayStation 4', 'Xbox One', 'PC', 'iOS']",0
Dungeon Rushers,3.11,"Adventure, RPG, Strategy, Indie","PlayStation 4, Nintendo Switch, iOS, macOS, Linux, PC, Android",Teen,"['Adventure', 'RPG', 'Strategy', 'Indie']","['PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'PC', 'Android']",0
A Dance of Fire and Ice,4.17,"Arcade, Casual, Indie","Android, macOS, PC, iOS",Everyone,"['Arcade', 'Casual', 'Indie']","['Android', 'macOS', 'PC', 'iOS']",0
Death Rally,3.02,"Action, Racing, Arcade","iOS, PC, Android",Teen,"['Action', 'Racing', 'Arcade']","['iOS', 'PC', 'Android']",0
Neighbours from Hell: Revenge Is a Sweet Game,4.14,"Adventure, Strategy, Arcade, Puzzle","PC, GameCube, iOS, Android",Teen,"['Adventure', 'Strategy', 'Arcade', 'Puzzle']","['PC', 'GameCube', 'iOS', 'Android']",0
Lucius Demake,2.94,"Action, Adventure, Casual, Indie","Android, Linux, PC",Mature,"['Action', 'Adventure', 'Casual', 'Indie']","['Android', 'Linux', 'PC']",1
428: Shibuya Scramble,4.29,Adventure,"PC, PlayStation 4, iOS, Wii, PlayStation 3, PSP, Android",Teen,['Adventure'],"['PC', 'PlayStation 4', 'iOS', 'Wii', 'PlayStation 3', 'PSP', 'Android']",0
Phoenix Wright: Ace Attorney − Trials and Tribulations,4.34,Adventure,"Game Boy Advance, iOS, PC, Nintendo 3DS, Nintendo DS, Wii, Android",Teen,['Adventure'],"['Game Boy Advance', 'iOS', 'PC', 'Nintendo 3DS', 'Nintendo DS', 'Wii', 'Android']",0
9 Clues: The Secret of Serpent Creek,3.64,"Adventure, Casual","iOS, PC, macOS, Linux, Android",Everyone 10+,"['Adventure', 'Casual']","['iOS', 'PC', 'macOS', 'Linux', 'Android']",2
Muffin Knight,2.23,"Action, Adventure, Arcade, Casual, Indie","macOS, Android, PC, iOS",Everyone,"['Action', 'Adventure', 'Arcade', 'Casual', 'Indie']","['macOS', 'Android', 'PC', 'iOS']",0
Gunman Clive,3.45,"Action, Adventure, Arcade, Indie","Nintendo 3DS, PC, iOS, Android",Everyone 10+,"['Action', 'Adventure', 'Arcade', 'Indie']","['Nintendo 3DS', 'PC', 'iOS', 'Android']",2
Volt,1.7,"Action, Arcade, Indie, Puzzle","PC, iOS, Android, Linux, macOS",Everyone 10+,"['Action', 'Arcade', 'Indie', 'Puzzle']","['PC', 'iOS', 'Android', 'Linux', 'macOS']",2
Tormentum - Dark Sorrow,3.89,"Adventure, Casual, Indie, Puzzle","macOS, PC, Android, iOS",Everyone 10+,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['macOS', 'PC', 'Android', 'iOS']",2
Terminal Velocity,3.54,"Action, Shooter, Simulation, Racing, Casual","PC, Android, Classic Macintosh, iOS, macOS, Linux",Everyone 10+,"['Action', 'Shooter', 'Simulation', 'Racing', 'Casual']","['PC', 'Android', 'Classic Macintosh', 'iOS', 'macOS', 'Linux']",2
Chainsaw Warrior,1.91,"Adventure, RPG, Strategy, Arcade, Indie","Android, macOS, PC, Linux, iOS",Teen,"['Adventure', 'RPG', 'Strategy', 'Arcade', 'Indie']","['Android', 'macOS', 'PC', 'Linux', 'iOS']",0
Zombillie,1.62,"Action, Adventure, Arcade, Casual, Indie","Linux, Nintendo Switch, PC, Android, macOS, iOS",Everyone 10+,"['Action', 'Adventure', 'Arcade', 'Casual', 'Indie']","['Linux', 'Nintendo Switch', 'PC', 'Android', 'macOS', 'iOS']",2
Cyber Hunter,3.27,"Action, Adventure, Massively Multiplayer","iOS, PC, Android",Teen,"['Action', 'Adventure', 'Massively Multiplayer']","['iOS', 'PC', 'Android']",0
Detective Grimoire,3.79,"Adventure, Indie, Puzzle","Linux, macOS, Android, iOS, PC",Everyone 10+,"['Adventure', 'Indie', 'Puzzle']","['Linux', 'macOS', 'Android', 'iOS', 'PC']",2
Streets of Rage,4.28,"Action, Arcade","Genesis, Game Gear, SEGA Master System, Classic Macintosh, Android, Nintendo 3DS, PC, iOS, Wii, Linux",Everyone 10+,"['Action', 'Arcade']","['Genesis', 'Game Gear', 'SEGA Master System', 'Classic Macintosh', 'Android', 'Nintendo 3DS', 'PC', 'iOS', 'Wii', 'Linux']",2
Phoenix Wright: Ace Attorney − Justice for All,4.42,Adventure,"PC, Game Boy Advance, Android, Wii, Nintendo DS, iOS",Teen,['Adventure'],"['PC', 'Game Boy Advance', 'Android', 'Wii', 'Nintendo DS', 'iOS']",0
Game of Thrones - Episode 1: Iron from Ice,3.24,Adventure,"PC, Xbox One, PlayStation 3, PlayStation 4, iOS, Android",Mature,['Adventure'],"['PC', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'iOS', 'Android']",1
Baldur's Gate II: Shadows of Amn,4.27,"RPG, Strategy","Android, PC, macOS",Teen,"['RPG', 'Strategy']","['Android', 'PC', 'macOS']",0
Tactical Monsters Rumble Arena,2.33,"Strategy, Puzzle","Android, PC, iOS",Everyone 10+,"['Strategy', 'Puzzle']","['Android', 'PC', 'iOS']",2
The Dolls: Reborn,1.67,"Action, Simulation, Indie","Linux, macOS, PC, Android",Teen,"['Action', 'Simulation', 'Indie']","['Linux', 'macOS', 'PC', 'Android']",0
Super Mecha Champions,3.0,"Action, Adventure, RPG, Massively Multiplayer","Android, iOS, PC",Teen,"['Action', 'Adventure', 'RPG', 'Massively Multiplayer']","['Android', 'iOS', 'PC']",0
Tick Tock: A Tale for Two,3.78,"Adventure, Casual, Indie, Puzzle","Android, iOS, PC, macOS",Everyone,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['Android', 'iOS', 'PC', 'macOS']",0
The Past Within,4.14,"Adventure, Indie, Puzzle","PC, macOS, iOS, Android",Teen,"['Adventure', 'Indie', 'Puzzle']","['PC', 'macOS', 'iOS', 'Android']",0
King and Assassins: The Board Game,2.33,"Strategy, Board Games","Android, PC, iOS",Teen,"['Strategy', 'Board Games']","['Android', 'PC', 'iOS']",0
Riptide GP2,3.29,"Action, Simulation, Sports, Racing, Indie","Xbox One, PlayStation 4, PC, Android, iOS",Everyone,"['Action', 'Simulation', 'Sports', 'Racing', 'Indie']","['Xbox One', 'PlayStation 4', 'PC', 'Android', 'iOS']",0
The Battle of Polytopia,4.37,"Adventure, Strategy, Indie","macOS, Android, PC, iOS",Teen,"['Adventure', 'Strategy', 'Indie']","['macOS', 'Android', 'PC', 'iOS']",0
FINAL FANTASY II,3.07,"RPG, Arcade","Game Boy Advance, Wii, Android, PC, iOS",Everyone 10+,"['RPG', 'Arcade']","['Game Boy Advance', 'Wii', 'Android', 'PC', 'iOS']",2
Vector,3.82,"Action, Arcade, Indie","Web, Android, PC",Everyone 10+,"['Action', 'Arcade', 'Indie']","['Web', 'Android', 'PC']",2
Sniper Fury,2.45,"Action, Arcade","Android, PC, iOS",Mature,"['Action', 'Arcade']","['Android', 'PC', 'iOS']",1
Final Fantasy Tactics,4.35,"Adventure, RPG, Simulation","PlayStation, Android, iOS",Teen,"['Adventure', 'RPG', 'Simulation']","['PlayStation', 'Android', 'iOS']",0
Castle Story,3.11,"Adventure, Strategy, Simulation, Casual, Indie","Android, macOS, PC, Linux, iOS",Everyone 10+,"['Adventure', 'Strategy', 'Simulation', 'Casual', 'Indie']","['Android', 'macOS', 'PC', 'Linux', 'iOS']",2
Demise of Nations,2.7,"Strategy, Simulation, Indie","Android, macOS, PC, iOS, Linux",Teen,"['Strategy', 'Simulation', 'Indie']","['Android', 'macOS', 'PC', 'iOS', 'Linux']",0
Time Mysteries 2: The Ancient Spectres,3.64,"Adventure, Casual, Puzzle","macOS, PC, Linux, iOS, Android",Teen,"['Adventure', 'Casual', 'Puzzle']","['macOS', 'PC', 'Linux', 'iOS', 'Android']",0
Left in the Dark: No One on Board,3.5,"Adventure, Casual","macOS, PC, Linux, Android",Everyone 10+,"['Adventure', 'Casual']","['macOS', 'PC', 'Linux', 'Android']",2
Night of the Full Moon,3.73,"Adventure, RPG, Strategy, Card, Indie","Android, PC, iOS",Everyone 10+,"['Adventure', 'RPG', 'Strategy', 'Card', 'Indie']","['Android', 'PC', 'iOS']",2
Warhammer: Chaos And Conquest,2.7,"Strategy, Simulation, Massively Multiplayer","Android, PC, macOS, iOS",Teen,"['Strategy', 'Simulation', 'Massively Multiplayer']","['Android', 'PC', 'macOS', 'iOS']",0
Warhammer Quest,3.05,"Action, Adventure, RPG, Strategy","Xbox One, macOS, PlayStation 4, Nintendo Switch, iOS, Linux, PC, Android",Teen,"['Action', 'Adventure', 'RPG', 'Strategy']","['Xbox One', 'macOS', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Linux', 'PC', 'Android']",0
Rayman,3.84,"Action, Adventure, Arcade","SEGA 32X, Jaguar, SEGA Saturn, Game Boy Color, PlayStation, Android, PC, Nintendo DS, iOS",Everyone,"['Action', 'Adventure', 'Arcade']","['SEGA 32X', 'Jaguar', 'SEGA Saturn', 'Game Boy Color', 'PlayStation', 'Android', 'PC', 'Nintendo DS', 'iOS']",0
Mega Man 2 (1988),4.33,"Action, Arcade, Platformer","NES, PlayStation, Android, Wii U, iOS",Everyone,"['Action', 'Arcade', 'Platformer']","['NES', 'PlayStation', 'Android', 'Wii U', 'iOS']",0
Onmyoji,3.13,"Adventure, RPG, Strategy","Android, PC, iOS",Teen,"['Adventure', 'RPG', 'Strategy']","['Android', 'PC', 'iOS']",0
Mega Man X (1993),4.29,"Action, Adventure, Arcade, Platformer","Android, PC, SNES, iOS",Everyone 10+,"['Action', 'Adventure', 'Arcade', 'Platformer']","['Android', 'PC', 'SNES', 'iOS']",2
Shiny The Firefly,2.25,"Action, Adventure, Casual, Indie","Wii U, PC, Linux, macOS, iOS, Android",Everyone 10+,"['Action', 'Adventure', 'Casual', 'Indie']","['Wii U', 'PC', 'Linux', 'macOS', 'iOS', 'Android']",2
Spartans VS Zombies Defense,0.0,"Action, Strategy, Casual, Indie","Linux, Android, macOS, PC, iOS",Teen,"['Action', 'Strategy', 'Casual', 'Indie']","['Linux', 'Android', 'macOS', 'PC', 'iOS']",0
Secret of Mana,3.27,"Action, RPG","Android, PS Vita, PlayStation 4, PC, iOS",Everyone,"['Action', 'RPG']","['Android', 'PS Vita', 'PlayStation 4', 'PC', 'iOS']",0
Toy Odyssey: The Lost and Found,0.0,"Action, Adventure, Indie","macOS, PlayStation 4, Xbox One, Android, PC",Everyone 10+,"['Action', 'Adventure', 'Indie']","['macOS', 'PlayStation 4', 'Xbox One', 'Android', 'PC']",2
Escape,2.33,"Action, Adventure, RPG, Strategy, Sports, Arcade, Casual, Indie, Puzzle","PC, Android, macOS, iOS",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Strategy', 'Sports', 'Arcade', 'Casual', 'Indie', 'Puzzle']","['PC', 'Android', 'macOS', 'iOS']",2
Pixel Worlds,2.58,"Adventure, Simulation, Massively Multiplayer, Indie","Android, PC, macOS, iOS",Everyone,"['Adventure', 'Simulation', 'Massively Multiplayer', 'Indie']","['Android', 'PC', 'macOS', 'iOS']",0
KUBOOM,2.75,"Action, Adventure, Indie","PC, Android",Teen,"['Action', 'Adventure', 'Indie']","['PC', 'Android']",0
Monster Truck Destruction,0.0,"Action, Racing","Android, macOS, PC, iOS",Everyone,"['Action', 'Racing']","['Android', 'macOS', 'PC', 'iOS']",2
Mind Snares: Alice's Journey,3.58,"Adventure, Casual","Android, PC, Linux, macOS",Teen,"['Adventure', 'Casual']","['Android', 'PC', 'Linux', 'macOS']",0
Star Trek Timelines,2.92,"Adventure, RPG, Strategy","iOS, PC, Android",Teen,"['Adventure', 'RPG', 'Strategy']","['iOS', 'PC', 'Android']",0
